"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006940","GO:0006940","regulation of smooth muscle contraction",60,-0.574367721286597,-1.58852633778684,0.0022418113099212,0.0211885135625583,0.0157641883021413,2972,"tags=42%, list=11%, signal=37%","2982/84193/6869/5592/150/80763/1129/1136/1143/3815/143872/2852/148/406937/490/5997/154/1907/5023/857/1908/93649/6865/1264/477"
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region",14,0.852780303585994,1.74996127628467,0.00227065836421137,0.0213981248490662,0.0159201384484793,2042,"tags=64%, list=8%, signal=59%","908/26354/7203/54552/10575/22948/10574/65057/9555"
"GO:0048588","GO:0048588","developmental cell growth",223,-0.41976447012793,-1.39475710365121,0.00227084941488968,0.0213981248490662,0.0159201384484793,4756,"tags=34%, list=18%, signal=28%","221074/5802/999/9175/114798/3275/25942/127833/9706/3897/118813/9043/7143/10611/50618/8826/23769/80208/1954/3676/2258/9150/23191/1946/59284/8828/4133/7074/4131/23242/23607/3479/4882/1785/5465/5592/6860/7373/57142/9353/5071/6416/10439/9798/54413/5532/23111/4137/4092/25/148/2131/4211/5048/8153/5997/56963/56920/2045/4692/7414/1907/66000/8470/79594/9201/6586/221476/9472/57699/1908/6285/23327/9423/6387/80031"
"GO:0045088","GO:0045088","regulation of innate immune response",458,-0.368547531394974,-1.30243698538196,0.00229201863455783,0.0215650260065939,0.016044312391467,4927,"tags=30%, list=19%, signal=25%","114836/7294/10062/26191/7187/114609/3902/330/2672/148022/338382/84282/2033/5802/149628/146850/56829/55577/9474/117854/6777/25942/3952/57402/10333/23586/7376/7096/2099/57506/79671/27293/63906/4671/5295/5468/2213/3821/3055/25921/78989/23705/9781/10612/7100/51304/51752/8678/329/5027/80342/4057/164/4780/3133/197358/929/84243/23643/10906/2634/4615/7409/3965/1378/6352/259197/4792/56927/388325/7706/2219/5537/3805/11326/140609/1540/10225/91543/497189/84640/115727/9683/3075/653361/8638/23547/80772/57142/115352/81035/10614/55914/5063/2885/80231/117157/6565/5608/5581/55765/23220/153090/54941/695/51284/55601/2/8915/1398/10318/11126/81793/3820/23151/3662/5322/948/9971/29915/5336/79594/912/1520/55366/857/2150/64922/1374/7098/9867/634/8780/54502/91445/10924/55198"
"GO:0072523","GO:0072523","purine-containing compound catabolic process",151,-0.470538649200743,-1.48849694877625,0.00229842376038788,0.0215696443989765,0.01604774846106,4125,"tags=30%, list=16%, signal=26%","22875/9583/2645/201163/5027/51341/161823/6774/5563/3643/3988/283927/83594/7345/51548/3479/55190/5465/170685/9611/4967/51422/51816/1806/23786/53343/9759/5566/8802/5144/405/5136/131870/3099/7498/5236/8654/38/27115/5663/8850/5152/8801/5151/8671/5138"
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway",272,-0.417251372103755,-1.41668385076116,0.00229942506016662,0.0215696443989765,0.01604774846106,4894,"tags=32%, list=19%, signal=26%","10062/26191/7187/114609/330/2672/148022/338382/84282/5802/56829/55577/57402/10333/23586/7096/2099/57506/79671/27293/63906/4671/5295/25921/78989/9781/10612/7100/51304/8678/329/5027/80342/4057/197358/929/84243/23643/2634/4615/4792/56927/388325/7706/2219/5537/140609/1540/91543/497189/8638/23547/80772/57142/115352/81035/55914/80231/6565/5608/5581/55765/153090/54941/695/51284/55601/8915/10318/81793/23151/3662/948/9971/29915/5336/1520/55366/857/2150/64922/7098/9867/8780/10924/55198"
"GO:0040013","GO:0040013","negative regulation of locomotion",342,-0.388192328239668,-1.34940331109356,0.00234043257143944,0.0219213489198788,0.0163094155326008,3110,"tags=22%, list=12%, signal=20%","10395/5797/10563/5728/9839/7454/79812/1843/130399/1495/131450/4804/9750/6833/5592/57413/199/5801/2247/10718/7049/2192/9863/9353/657/65009/50859/4739/94241/6366/9368/1524/153090/89927/7122/1845/1634/4092/1398/596/55333/653/4208/5467/23671/406937/56477/26228/8434/340533/84830/7414/57406/94/3162/22915/79685/348110/140/79148/5734/10672/6422/482/93649/8976/91862/11240/7168/1991/493/6387/90355/9314/80031/10370"
"GO:0032272","GO:0032272","negative regulation of protein polymerization",71,-0.568613771763997,-1.61358385700283,0.00234396064879738,0.0219214790512714,0.0163095123499529,3985,"tags=41%, list=15%, signal=35%","5962/119/57731/2314/11078/27124/91663/4133/29766/7417/29767/2059/9353/6622/5580/50853/11075/25999/85477/57482/10382/7111/253725/2934/25802/51676/25959/6840/118"
"GO:0046173","GO:0046173","polyol biosynthetic process",61,-0.579838465042009,-1.59876201844247,0.00234895683447881,0.0219353184632916,0.0163198088295258,4132,"tags=43%, list=16%, signal=36%","51744/1593/427/253430/55304/171546/55331/5106/3613/3706/5592/6622/2805/117283/1576/5745/2852/3612/2629/5105/3707/5336/553/117/6342/5028"
"GO:1901021","GO:1901021","positive regulation of calcium ion transmembrane transporter activity",26,-0.738086524173251,-1.75913408607914,0.00239504309532429,0.0223322553492271,0.016615128640209,3040,"tags=38%, list=11%, signal=34%","6769/783/805/2946/844/6548/57158/287/801/6786"
"GO:0033555","GO:0033555","multicellular organismal response to stress",96,-0.527457291663075,-1.56907160747688,0.00240452810742263,0.0223872333344812,0.0166560320905364,2948,"tags=28%, list=11%, signal=25%","4185/5728/7060/6869/150/2890/5179/3158/1910/4842/596/5649/2131/6328/4208/157753/6505/22953/5025/824/9215/117/644139/11280/6335/477/2788"
"GO:0060541","GO:0060541","respiratory system development",226,0.476424088624192,1.4725933379664,0.00241592895037935,0.0224598581109782,0.0167100646987569,2909,"tags=21%, list=11%, signal=19%","6493/7472/64220/6662/4487/9620/7477/7422/23322/7490/23657/6469/407975/53834/3976/1116/6495/51176/9509/5754/8914/51208/7161/8985/8817/5629/10630/652/51804/171023/55636/4311/7481/9678/26154/7474/4613/79977/1512/7289/7080/4323/9719/100/2002/93/4321"
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process",42,0.689724947817149,1.70808756411548,0.0024254116071478,0.0225144607223035,0.0167506888720468,2938,"tags=48%, list=11%, signal=42%","5471/790/10606/3614/271/471/8833/2618/54963/7372/1635/3615/158/5631/1723/132/5198/3251/100/5634"
"GO:0010762","GO:0010762","regulation of fibroblast migration",39,-0.647832311269399,-1.66873416691159,0.00245262934729638,0.0227332865801409,0.0169134946308434,2908,"tags=33%, list=11%, signal=30%","9839/59/2247/9590/3690/5581/9368/4921/406937/79899/10672/90355/55198"
"GO:0033540","GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase",12,-0.840308823113448,-1.71964717993549,0.00246356722728391,0.0228007898572657,0.0169637168594327,3931,"tags=67%, list=15%, signal=57%","8310/1384/55289/30/1962/54677/6342/51"
"GO:0045618","GO:0045618","positive regulation of keratinocyte differentiation",20,0.787507562544048,1.73116264901733,0.00247497748162192,0.0228724585634927,0.0170170381543408,423,"tags=20%, list=2%, signal=20%","2118/1594/5317/4831"
"GO:0032413","GO:0032413","negative regulation of ion transmembrane transporter activity",44,-0.635471067753807,-1.68203474403167,0.00248134866049657,0.0228969894341784,0.0170352890459649,2415,"tags=36%, list=9%, signal=33%","150/7881/805/2946/130497/1193/6536/817/845/857/5350/6717/23327/288/51719/801"
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium",149,0.536101692771829,1.58856580314061,0.00248497304375421,0.0228969894341784,0.0170352890459649,3782,"tags=30%, list=14%, signal=25%","7472/25902/57167/3651/57822/115908/2648/6662/9620/7477/6469/3714/6495/2348/655/5754/6491/7020/131405/652/51804/4522/54903/79191/7474/7291/79977/7289/7976/23213/6788/84678/9585/2253/1499/153572/79600/5916/157506/23513/4036/84292/11146/8323"
"GO:0050853","GO:0050853","B cell receptor signaling pathway",74,-0.571681126859758,-1.63668863195857,0.0025021090389329,0.0230208793287071,0.0171274627428275,5005,"tags=61%, list=19%, signal=49%","3495/3497/9404/257144/26191/6654/3702/952/4790/28834/2213/7462/5788/29760/3542/3507/3539/5293/4792/3514/5594/3071/89857/115352/640/55024/3493/2885/931/695/930/660/9214/973/25/596/3494/933/974/4208/148823/26228/5336/5579/23228"
"GO:0051580","GO:0051580","regulation of neurotransmitter uptake",20,-0.779551632962696,-1.7628978943257,0.00253638147889544,0.023301837504197,0.0173364947530424,2087,"tags=40%, list=8%, signal=37%","6622/5071/3690/4842/2668/246213/2824/477"
"GO:0032418","GO:0032418","lysosome localization",85,-0.539285605921467,-1.56726020601637,0.00256059989958328,0.023489738490589,0.0174762925035026,5914,"tags=52%, list=22%, signal=40%","5864/136/7942/2624/5170/11314/5880/3497/81565/284021/2623/83871/55207/4627/117194/2242/5729/9043/8773/7462/201163/26001/9842/119032/9846/3965/5293/54785/401258/6571/8013/387695/8723/8673/94121/3815/3566/695/5294/2294/4135/2205/1113/11280"
"GO:0030261","GO:0030261","chromosome condensation",41,0.684085325518234,1.68751702234448,0.00258872787761817,0.0237128994134834,0.0176423235372417,2278,"tags=34%, list=9%, signal=31%","54892/113130/23397/23310/983/7153/5347/64151/3008/26993/1677/3009/11044/9918"
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening",71,0.611233894716363,1.65400903402969,0.00260408745411599,0.0238186180920462,0.0177209779058456,4460,"tags=44%, list=17%, signal=36%","1736/908/55226/3326/7203/80119/10576/54552/10575/22948/10574/65057/51750/3178/545/10694/54433/4361/55651/7015/3192/64858/1499/3184/3181/3320/25913/5888/5371/54984/7520"
"GO:0045842","GO:0045842","positive regulation of mitotic metaphase/anaphase transition",17,0.813196292379928,1.71793864365797,0.00261612182341307,0.0238936572978781,0.0177768068419947,2857,"tags=53%, list=11%, signal=47%","221150/11065/51434/9700/9787/991/8881/220134/51433"
"GO:0002446","GO:0002446","neutrophil mediated immunity",39,-0.645122609297664,-1.6617543170589,0.00262324288090417,0.0239236682618132,0.017799134905981,999,"tags=21%, list=4%, signal=20%","1511/1776/6338/57126/2150/1991/1610/3570"
"GO:0034695","GO:0034695","response to prostaglandin E",29,-0.718350651617398,-1.75977656670017,0.00265361106807598,0.0241630253284388,0.0179772158203686,2186,"tags=52%, list=8%, signal=48%","5563/1236/7049/6363/6366/5581/112/2/2776/2770/5030/5734/6422/11280/54331"
"GO:0033079","GO:0033079","immature T cell proliferation",13,0.837786862923599,1.68273605593814,0.00266833281442607,0.0241630253284388,0.0179772158203686,2245,"tags=46%, list=8%, signal=42%","8767/6469/1029/652/3552/50943"
"GO:0033080","GO:0033080","immature T cell proliferation in thymus",13,0.837786862923599,1.68273605593814,0.00266833281442607,0.0241630253284388,0.0179772158203686,2245,"tags=46%, list=8%, signal=42%","8767/6469/1029/652/3552/50943"
"GO:0046323","GO:0046323","D-glucose import",78,-0.545078686008534,-1.57230834297031,0.00266885611594971,0.0241630253284388,0.0179772158203686,4351,"tags=38%, list=16%, signal=32%","6814/28999/5295/55600/10999/4780/388581/3643/51548/6272/23607/3479/5167/6518/1389/51422/4205/6443/55022/55829/3099/83667/55625/23596/10580/6041/32/6517/201140/55198"
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi",101,-0.510422890027774,-1.53990802138639,0.00266885611594971,0.0241630253284388,0.0179772158203686,5290,"tags=39%, list=20%, signal=31%","23085/57533/9648/23258/254122/54497/55207/338382/8724/374403/9341/9043/1213/120892/27236/23074/84910/64145/51479/1639/7109/83874/8729/58533/5071/10490/9367/51552/80148/51560/387680/6643/27147/25938/9827/51209/92241/253725/6642"
"GO:0050849","GO:0050849","negative regulation of calcium-mediated signaling",21,-0.756199266742374,-1.72925983263643,0.00267905655922128,0.0241851733956908,0.0179936939136364,3012,"tags=67%, list=11%, signal=59%","51778/58529/374403/2281/84174/123041/5621/5598/3708/933/8445/1827/493/11261"
"GO:0030318","GO:0030318","melanocyte differentiation",24,-0.729784110586327,-1.70428246759635,0.00267829582219761,0.0241851733956908,0.0179936939136364,3213,"tags=58%, list=12%, signal=51%","4286/9839/5167/2737/81285/3815/4254/1910/596/4208/6663/1908/2767/5873"
"GO:0071280","GO:0071280","cellular response to copper ion",22,-0.749739325103225,-1.72940319094287,0.00269711288886411,0.0243129916195582,0.0180887902753299,2087,"tags=55%, list=8%, signal=50%","8678/358/4780/6622/5621/4501/4493/4502/4496/4495/4499/4494"
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway",65,-0.579641337794364,-1.60712656579111,0.00272374261704893,0.024482285944022,0.0182147447270874,2472,"tags=20%, list=9%, signal=18%","7323/375567/8321/23111/4092/25/91851/5494/857/6422/199699/64388/348093"
"GO:0002218","GO:0002218","activation of innate immune response",306,-0.391792436039294,-1.3451469059944,0.00272271598671779,0.024482285944022,0.0182147447270874,4894,"tags=30%, list=19%, signal=25%","10062/26191/7187/114609/330/2672/148022/338382/84282/2033/5802/149628/56829/55577/25942/57402/10333/23586/7096/2099/57506/79671/27293/63906/4671/5295/3821/3055/25921/78989/9781/10612/7100/51304/8678/329/5027/80342/4057/197358/929/84243/23643/2634/4615/4792/56927/388325/7706/2219/5537/140609/1540/91543/497189/8638/23547/80772/57142/115352/81035/10614/55914/5063/80231/6565/5608/5581/55765/153090/54941/695/51284/55601/8915/10318/81793/23151/3662/948/9971/29915/5336/1520/55366/857/2150/64922/7098/9867/8780/10924/55198"
"GO:0044771","GO:0044771","meiotic cell cycle phase transition",15,0.837179929718414,1.74051449205935,0.00274611382237639,0.0246124396896321,0.0183115787097059,2850,"tags=67%, list=11%, signal=60%","225689/994/9088/995/7272/993/9133/991/11130/57082"
"GO:1900272","GO:1900272","negative regulation of long-term synaptic potentiation",13,-0.835373954272185,-1.72262505126113,0.00274569246638452,0.0246124396896321,0.0183115787097059,1994,"tags=46%, list=8%, signal=43%","5621/128977/1524/25/5764/11170"
"GO:0015850","GO:0015850","organic hydroxy compound transport",274,-0.408578716299534,-1.38859125216122,0.00277137596066677,0.0248032184255944,0.0184535174969113,2577,"tags=21%, list=10%, signal=19%","201780/8399/6571/6860/150/23208/23461/6623/6622/5071/3690/54762/57153/2587/654/4842/4129/6392/282679/406937/364/7432/185/948/1191/6256/2668/84925/23446/114876/1113/140/9218/5023/55640/857/9525/5579/1268/5825/23673/114134/84417/65018/6342/2824/3745/115584/5028/634/32/6387/5205/10351/123264/8647/200931"
"GO:0014742","GO:0014742","positive regulation of muscle hypertrophy",28,-0.6999344759455,-1.69889940063045,0.00278995253547018,0.0248980313537382,0.0185240580210647,4130,"tags=50%, list=16%, signal=42%","6093/8678/5578/3479/8013/4205/3572/148/817/8654/6548/9472/9464/5152"
"GO:0046928","GO:0046928","regulation of neurotransmitter secretion",83,-0.52968552486165,-1.5397056410033,0.00278979233256801,0.0248980313537382,0.0185240580210647,3591,"tags=33%, list=14%, signal=28%","6572/6861/7779/55784/815/5908/22930/9783/6860/23208/6623/6622/5071/9899/1136/140730/1143/286097/2852/4208/22871/5030/5023/5579/5028/6865/5906"
"GO:0035825","GO:0035825","homologous recombination",66,0.609094445266908,1.63695257676132,0.00279688956361285,0.0249242815683099,0.0185435880992016,3272,"tags=32%, list=12%, signal=28%","9319/146956/25788/29128/8438/4439/2177/7153/672/57820/83933/5892/10635/29893/83990/11073/197342/4361/11077/400629/580"
"GO:0060732","GO:0060732","positive regulation of inositol phosphate biosynthetic process",13,-0.834826340850026,-1.72149581734787,0.0028270448508062,0.0251212333038876,0.0186901195789542,2087,"tags=54%, list=8%, signal=50%","51744/6622/5745/2852/553/117/5028"
"GO:2000146","GO:2000146","negative regulation of cell motility",324,-0.401519648366443,-1.38278872606363,0.00282465298143501,0.0251212333038876,0.0186901195789542,3110,"tags=26%, list=12%, signal=23%","6774/104/4780/90627/256130/5795/90102/11122/4286/10395/5797/10563/5728/9839/7454/79812/1843/130399/1495/131450/4804/9750/6833/5592/57413/199/5801/2247/10718/7049/2192/9863/9353/657/65009/50859/4739/94241/6366/9368/1524/153090/89927/7122/1845/1634/4092/1398/596/55333/653/4208/5467/23671/406937/56477/26228/8434/340533/84830/7414/57406/94/3162/22915/79685/348110/140/79148/5734/10672/6422/482/93649/8976/91862/11240/7168/493/6387/90355/9314/80031/10370"
"GO:0032206","GO:0032206","positive regulation of telomere maintenance",73,0.601054714073143,1.63002409259278,0.00283603590888146,0.0251652802270306,0.0187228903530109,3611,"tags=40%, list=14%, signal=34%","225689/1736/8607/908/4609/4751/26354/7203/79913/10576/10575/22948/10574/65057/86/9212/51750/3178/545/10694/10856/83444/4361/79035/1499/3184/3181/11284/3320"
"GO:0097106","GO:0097106","postsynaptic density organization",45,-0.622632039738732,-1.65934318040538,0.00284309136794048,0.0251920510699044,0.018742807776988,3513,"tags=33%, list=13%, signal=29%","51225/7779/8506/94030/5728/2260/382/3690/22865/5649/22871/66000/2185/9378/4884"
"GO:0097421","GO:0097421","liver regeneration",30,0.743850885924372,1.74298226158464,0.00287610589330875,0.0254306732437794,0.0189203419334509,2198,"tags=33%, list=8%, signal=31%","9076/8140/595/2146/6790/1051/87178/1459/5111/10419"
"GO:0008643","GO:0008643","carbohydrate transport",133,-0.473417669738191,-1.47542085439628,0.002882251680563,0.0254306732437794,0.0189203419334509,3801,"tags=32%, list=14%, signal=28%","10999/9847/358/4780/388581/3643/55314/125206/51548/6272/23607/3479/5167/8013/6518/1389/51422/51763/4205/6443/55022/55829/55512/26503/282679/5467/364/3099/148808/83667/25999/55625/9963/23596/5579/10580/6041/115584/32/6517/201140/8647/55198"
"GO:0045089","GO:0045089","positive regulation of innate immune response",373,-0.387974153784619,-1.35720876969856,0.00288185888073586,0.0254306732437794,0.0189203419334509,4927,"tags=30%, list=19%, signal=25%","114836/7294/10062/26191/7187/114609/3902/330/2672/148022/338382/84282/2033/5802/149628/56829/55577/117854/6777/25942/57402/10333/23586/7096/2099/57506/79671/27293/63906/4671/5295/3821/3055/25921/78989/23705/9781/10612/7100/51304/8678/329/5027/80342/4057/164/3133/197358/929/84243/23643/2634/4615/7409/6352/259197/4792/56927/388325/7706/2219/5537/3805/140609/1540/91543/497189/115727/8638/23547/80772/57142/115352/81035/10614/55914/5063/80231/117157/6565/5608/5581/55765/153090/54941/695/51284/55601/8915/10318/11126/81793/23151/3662/5322/948/9971/29915/5336/912/1520/55366/857/2150/64922/1374/7098/9867/8780/54502/91445/10924/55198"
"GO:0043303","GO:0043303","mast cell degranulation",53,-0.597473863997362,-1.63576717787788,0.0028925550866795,0.0254855347891338,0.0189611587528545,5821,"tags=57%, list=22%, signal=44%","136/2624/5170/11314/5880/3497/284021/2623/117194/2242/5729/8773/7462/9846/3965/5293/401258/6571/8013/387695/8723/8673/3815/3566/695/5294/2294/2205/1113/11280"
"GO:0009620","GO:0009620","response to fungus",64,-0.576311156525831,-1.59860119438417,0.00292301320696694,0.0257175689493086,0.0191337914475796,3728,"tags=34%, list=14%, signal=30%","23765/4057/820/85480/5806/4615/5919/388325/387695/578/4852/1524/695/8915/1398/7432/1511/5322/5336/1113/116842/1991"
"GO:0007004","GO:0007004","telomere maintenance via telomerase",60,0.611979196737522,1.60631051168592,0.00294637963284577,0.0258866424643548,0.0192595816178162,4460,"tags=45%, list=17%, signal=37%","1736/908/55226/3326/7203/80119/10576/54552/10575/22948/10574/65057/3178/545/10694/54433/4361/55651/7015/3192/1499/3184/3320/25913/5371/54984/7520"
"GO:0061029","GO:0061029","eyelid development in camera-type eye",13,0.835925477386811,1.6789973716792,0.00297040444718773,0.0260610167954389,0.0193893155787263,2097,"tags=46%, list=8%, signal=43%","3624/64220/57822/7020/3066/7291"
"GO:0034504","GO:0034504","protein localization to nucleus",319,0.441815455215087,1.40809443274321,0.00297837207300567,0.0260942204935525,0.0194140190270284,2937,"tags=22%, list=11%, signal=20%","23650/1736/1434/705/6662/908/4487/1894/6469/3838/23212/7203/27042/8882/55726/57122/6495/79711/5901/80279/10576/1029/79902/1277/983/55127/1871/5347/9631/9688/3843/10575/51208/25885/55705/10204/55612/1994/84154/22948/84823/10574/652/51804/2147/5905/152877/199953/10430/23649/23511/129401/1020/9818/10155/55035/4869/64901/10694/30000/10736/23636/8692/3068/7015/51068/3192/6788/10527/4321/85443"
"GO:0071371","GO:0071371","cellular response to gonadotropin stimulus",18,0.815826291124666,1.73599130576581,0.00298941700927335,0.0261542542830956,0.019458683980049,2577,"tags=33%, list=10%, signal=30%","3624/7490/890/1909/26012/2046"
"GO:0006450","GO:0006450","regulation of translational fidelity",17,0.809873800126314,1.71091962759847,0.00300609802687435,0.0262511689415882,0.0195307881850563,3416,"tags=71%, list=13%, signal=62%","3376/51654/27000/7407/92675/16/80755/283459/57176/80222/79693/51520"
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure",98,-0.503760823793051,-1.50944121429607,0.00300891083572227,0.0262511689415882,0.0195307881850563,2540,"tags=28%, list=10%, signal=25%","155/66002/6869/80763/6518/367/81285/1359/10391/1910/143872/148/3777/1215/1511/185/154/9283/1889/1907/22953/553/1908/2150/3291/7168/5125"
"GO:0060456","GO:0060456","positive regulation of digestive system process",15,-0.827126890479935,-1.73625057994295,0.003028744749118,0.026350501736399,0.0196046914759763,735,"tags=40%, list=3%, signal=39%","7376/358/1582/10162/257194/6584"
"GO:2001212","GO:2001212","regulation of vasculogenesis",17,-0.785040577302767,-1.72923079867732,0.003028744749118,0.026350501736399,0.0196046914759763,4289,"tags=53%, list=16%, signal=44%","9693/55662/23462/947/57142/7498/634/5906/55273"
"GO:0060049","GO:0060049","regulation of protein glycosylation",11,-0.855917811462413,-1.71403722101473,0.00311124620238747,0.0269803992571316,0.020073333275627,135,"tags=27%, list=1%, signal=27%","3600/11261/123264"
"GO:0030574","GO:0030574","collagen catabolic process",45,0.663501206651726,1.65555243337771,0.0031141211069469,0.0269803992571316,0.020073333275627,1128,"tags=24%, list=4%, signal=23%","4316/5653/4320/4314/4312/4322/2191/4319/9509/5645/4317"
"GO:0051592","GO:0051592","response to calcium ion",135,-0.471548796770387,-1.47369320744109,0.00311261406363507,0.0269803992571316,0.020073333275627,2439,"tags=40%, list=9%, signal=36%","311/22872/8644/10242/808/6261/5641/10060/10367/8826/25932/5027/10768/5563/221184/2354/3756/7220/3706/29957/5179/805/1956/7846/3208/4205/286097/29904/8604/10235/817/4208/846/22871/845/10628/3707/5336/1393/6263/2185/144402/9378/857/3778/57699/63928/3779/3745/6609/801/6786/118/79085"
"GO:0072331","GO:0072331","signal transduction by p53 class mediator",163,0.510956981532072,1.53111804873224,0.00314888093852875,0.0272437160811961,0.0202692401751563,3181,"tags=28%, list=12%, signal=24%","9816/4609/6659/4487/6790/1869/960/675/23246/64782/23212/83787/5366/1111/6615/80279/1029/56950/9521/64065/7161/54541/11200/84154/16/23028/112858/10514/22976/4839/4282/9212/79915/55003/545/7291/10419/5457/8805/4436/27113/6154/6209/51246/8725"
"GO:0051383","GO:0051383","kinetochore organization",21,0.798859004871732,1.7668683346968,0.00316656709557852,0.0273587888396383,0.0203548539501468,4470,"tags=67%, list=17%, signal=55%","1058/83540/64946/1063/9735/9787/1062/387103/80152/10403/64105/10592/10910/10051"
"GO:0014074","GO:0014074","response to purine-containing compound",149,-0.472074238264099,-1.49722434416525,0.00317960187181804,0.0274334114473042,0.0204103729385539,3201,"tags=29%, list=12%, signal=26%","7430/2230/4724/83606/4882/10021/5167/5908/9465/1036/5029/2889/5179/3158/1261/51763/54795/10142/2946/29904/51284/5144/7010/682/5139/5294/6546/5187/845/5030/64805/22953/1393/6263/2185/5025/5023/9472/1811/5028/5138/5906/343"
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process",52,0.662218240251476,1.69686507425596,0.00322064130483473,0.0277491166568495,0.0206452566342197,3176,"tags=33%, list=12%, signal=29%","29968/5053/5831/6472/58478/5723/65263/27165/8985/440/4522/29920/4507/5092/84245/26227/60496"
"GO:0034728","GO:0034728","nucleosome organization",121,0.552902801225437,1.59568915394099,0.00322703301010016,0.0277658371269032,0.0206576966120241,4874,"tags=37%, list=18%, signal=30%","6662/8208/29028/64754/3159/6599/92815/6418/3008/4171/55723/4673/3009/10036/8364/4869/9733/9555/8366/6749/8356/3014/8346/83743/6602/646817/8367/8360/8354/6603/6597/8358/8348/23234/4678/4778/4676/54107/8359/653604/7290/8340/8368/10541/8341"
"GO:1901077","GO:1901077","regulation of relaxation of muscle",12,-0.835856112225224,-1.71053494463415,0.00326471181646546,0.0280513392715035,0.0208701093211486,2463,"tags=67%, list=9%, signal=60%","6833/497189/3270/5144/817/1113/5350/6717"
"GO:0070198","GO:0070198","protein localization to chromosome, telomeric region",30,0.739885039025532,1.73368953783094,0.00329858051804713,0.0283033635097359,0.0210576145718813,4460,"tags=57%, list=17%, signal=47%","908/675/26354/7203/54552/10575/22948/10574/65057/545/9555/7015/79035/25913/5371/54984/7520"
"GO:0014003","GO:0014003","oligodendrocyte development",48,-0.603517963598572,-1.63629077960192,0.00330569909003669,0.0283163829891079,0.0210673010241097,961,"tags=21%, list=4%, signal=20%","1272/1191/6900/6663/4336/1902/2824/4118/5354/443"
"GO:0015837","GO:0015837","amine transport",96,-0.521869274584722,-1.55244846266814,0.00330917653078866,0.0283163829891079,0.0210673010241097,2549,"tags=31%, list=10%, signal=28%","22930/6571/5592/6860/150/23208/6623/6622/5071/1136/10550/57153/6392/5997/2668/23446/1113/140/55640/5579/1268/5663/246213/65018/3745/5028/6865/6387/477/343"
"GO:0015871","GO:0015871","choline transport",11,-0.852855653169544,-1.70790502792291,0.00335211365442201,0.028644499967513,0.0213114190372698,1619,"tags=55%, list=6%, signal=51%","57153/60482/80736/23446/55640/5663"
"GO:0033002","GO:0033002","muscle cell proliferation",212,-0.434832595684458,-1.44152228012554,0.00336802009715333,0.0287410524843263,0.0213832538099922,3317,"tags=28%, list=13%, signal=25%","26119/3084/4615/79647/3606/6352/8837/5728/23414/3479/84466/6869/8013/5592/199/2260/2247/7049/1956/6934/657/65009/1901/3398/1026/3690/2660/284/4086/7434/55512/4921/10891/5136/25/2852/4208/5467/406937/4209/4881/80310/2263/4969/9927/3162/9510/10672/57447/650/93649/3248/7168/1264/1991/348093/10370/3570/27250"
"GO:0097120","GO:0097120","receptor localization to synapse",76,-0.527958458117352,-1.51681363448716,0.00337744795793314,0.0287821316415122,0.0214138165753914,3978,"tags=36%, list=15%, signal=30%","8766/51304/27091/57576/27065/59284/4218/23096/22883/375567/57554/22920/3690/3800/10439/1740/5649/3798/22871/66000/9378/23136/9912/27020/9211/4884/5906"
"GO:0001706","GO:0001706","endoderm formation",60,0.608634078131312,1.59753031260622,0.00341528372520631,0.0290648565864079,0.0216241630565587,3235,"tags=27%, list=12%, signal=23%","3624/1301/1294/1846/4317/1303/1290/9555/1844/1289/22943/57057/4323/1295/8091/1499"
"GO:0051231","GO:0051231","spindle elongation",14,0.841910043036883,1.72765478662481,0.00344745367900879,0.0292171445521228,0.0217374648302104,2609,"tags=64%, list=10%, signal=58%","9493/24137/29127/332/9055/55143/9212/3832/3619"
"GO:0071985","GO:0071985","multivesicular body sorting pathway",47,-0.626570093306538,-1.68551591016705,0.00344963040436096,0.0292171445521228,0.0217374648302104,4427,"tags=43%, list=17%, signal=35%","137492/757/51534/27243/79720/51510/91782/6272/79643/404636/94121/25978/54741/10254/51652/23585/83547/57132/9525/5873"
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I",46,0.657509686299433,1.65296587641774,0.00345191335923606,0.0292171445521228,0.0217374648302104,2042,"tags=30%, list=8%, signal=28%","80758/23160/84128/55646/55127/9188/1663/10514/4141/11137/4691/56919/84135/9555"
"GO:0072089","GO:0072089","stem cell proliferation",119,0.525289329948733,1.50769869129185,0.00344728429089398,0.0292171445521228,0.0217374648302104,3630,"tags=24%, list=14%, signal=21%","705/6662/54894/7473/7477/8313/675/6469/861/84133/898/6461/55612/131405/23028/5134/7481/7474/9733/10736/4435/7015/3192/8091/2253/1499/5916/6474/2068"
