"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis",473,0.681724833344654,2.23159436893137,6.36458484744174e-27,3.97022802783416e-23,2.9538373255127e-23,5018,"tags=53%, list=19%, signal=44%","64794/1736/8607/9816/23560/705/23160/10171/23404/84916/54606/55226/84128/3326/23450/79084/64434/28987/55759/10813/10528/54955/55646/51602/8662/2971/8602/51491/23246/26747/9221/25879/9136/23212/54663/27042/51010/8894/10799/54475/56902/65083/23016/1662/5901/6218/1029/10885/55127/9188/5036/9875/8568/56915/11340/84881/54552/55299/6839/285855/51001/22984/81887/96764/10360/6636/55661/23076/114049/22889/84154/84864/1968/55695/5591/57647/51096/8451/79954/10514/26164/25929/51154/57602/83732/54512/6628/9129/55636/51388/55341/2091/84946/4839/317781/9277/26834/1207/55813/11137/51504/115416/56342/6732/23481/27340/10480/55692/27292/10969/84135/79050/6627/55319/55035/4869/26831/55003/545/10713/9733/55720/26835/22894/26574/51634/8996/26155/6895/113000/10419/27161/29081/10436/10856/29889/54433/6227/8886/10248/27339/26832/51106/83743/8667/6632/51018/65095/55651/3692/9790/92856/121053/24148/51068/6633/6154/84549/11171/51116/81691/54960/100151683/101447996/6209/28985/6223/6631/57109/1660/85865/6635/7514/22803/118460/57819/81875/401466/9775/57418/54680/7919/3646/220717/6433/22907/55794/100151684/101954264/10557/3320/79979/2068/8175/26828/6191/10607/22868/8668/134430/79039/54496/26864/10946/25926/8664/55027/6431/6129/50628/51631/5393/11056/8666/387338/25980/6629/25804/6130/84294/11224/10772/51121/79833/51013/4809/83939/26121/55153/6193/6880/7520/60314/6169/54555/8562/79760/51202/6165/10199/23020/9669/79922/6175/11338/27341/6210/26284/22827/708/51747/8683"
"GO:0042254","GO:0042254","ribosome biogenesis",310,0.69372623345378,2.20255034875997,9.59175082705494e-20,2.99166708295843e-16,2.22579102086764e-16,4392,"tags=52%, list=17%, signal=44%","64794/1736/9816/23560/705/23160/10171/23404/84916/54606/55226/84128/64434/28987/55759/10813/10528/54955/55646/51602/2971/8602/51491/23246/9221/25879/9136/23212/54663/27042/51010/10799/54475/56902/65083/23016/1662/5901/6218/1029/10885/55127/9188/5036/9875/8568/56915/11340/84881/54552/55299/6839/285855/51001/22984/81887/10360/55661/23076/114049/84154/84864/55695/5591/57647/51096/8451/79954/10514/26164/51154/57602/83732/54512/55636/51388/55341/2091/84946/4839/317781/9277/55813/11137/51504/115416/56342/23481/27340/27292/10969/84135/79050/55319/55035/4869/55003/55720/22894/26574/26155/113000/29081/10436/29889/54433/6227/8886/10248/51106/83743/51018/65095/55651/3692/9790/92856/51068/6154/84549/51116/81691/6209/6223/57109/85865/7514/22803/118460/81875/401466/9775/57418/54680/220717/22907/55794/10557/79979/2068/6191/10607/22868/134430/79039/25926/55027/6129/50628/5393/11056/387338/6130/84294/11224/51121/51013/4809/83939/55153/6193"
"GO:0006260","GO:0006260","DNA replication",272,0.71323913140292,2.24462440731582,3.35888303624209e-19,6.98423746002605e-16,5.19625098483908e-16,3564,"tags=44%, list=13%, signal=39%","23594/56652/345643/8607/23560/5983/79075/6282/1017/146956/55388/9401/55159/116447/144455/9156/675/8208/8318/90381/9837/5984/9767/990/63922/898/8882/4172/1111/80174/10293/79913/29980/7349/5425/4176/51514/983/27000/4173/672/1763/8914/4175/64318/4796/1663/1602/10721/253714/993/81620/10926/3978/92675/64785/6742/6418/11232/2069/890/4171/2237/86/5422/4673/641/23649/51750/5111/5427/26271/79596/5558/5423/5982/84515/10036/374393/5001/5557/79915/10919/545/253980/11169/10535/4998/6749/10361/5985/3980/5424/11073/10856/83444/56897/197342/8317/3060/84083/9093/4361/92667/83743/54962/222229/116028/4999/63901/84289/5931/23595/1660/580/57418/7083/11284/9768/4678"
"GO:0016072","GO:0016072","rRNA metabolic process",261,0.707072737363171,2.21496785811391,1.92403235313566e-17,3.00052845471507e-14,2.23238385394083e-14,3988,"tags=50%, list=15%, signal=43%","84172/10849/1736/23560/705/4609/23160/10171/23404/84916/54606/55226/84128/28987/55759/10813/10528/55646/51602/84365/2971/8602/23246/9221/25879/9136/23212/54663/27042/51010/10799/65083/23016/1662/6218/1029/10885/55127/9188/5036/9875/8568/56915/11340/84881/55299/6839/64425/285855/1663/22984/81887/10360/6949/55661/23076/114049/84154/51082/55695/5591/57647/51096/79954/51154/57602/83732/54512/55636/2091/4141/4839/317781/9277/55813/11137/51504/56342/4691/23481/27340/27292/10969/84135/79050/55035/55003/9555/55720/22894/221830/9330/113000/29081/10436/54433/6227/8886/10248/51106/51018/65095/55651/3692/9790/92856/6154/84549/6597/81691/6209/6223/57109/22803/118460/9775/57418/54680/53918/10557/79979/2068/10607/9329/134430/79039/25926/6129/50628/5393/11056"
"GO:0007059","GO:0007059","chromosome segregation",424,0.613960142532298,1.98693231341461,2.44163234814364e-15,3.046180517544e-12,2.26634884694006e-12,4053,"tags=40%, list=15%, signal=35%","9319/225689/55355/221150/22974/11065/146909/51434/54892/1894/11004/6790/81624/29128/113130/699/23354/4605/28989/9493/2491/4751/55732/54820/24137/83540/25879/348995/55839/23397/23212/9928/23310/990/4439/898/29127/84722/64946/79980/891/55920/2177/5901/401541/81930/56852/983/4085/55795/7153/332/151648/5347/672/6491/3833/57405/57820/9232/701/1459/64151/9055/29899/6599/1063/79172/7272/1104/9735/81620/83903/10459/79023/54908/55143/55559/90417/11200/147841/9700/9184/10615/26993/259266/10460/86/9212/440145/54801/9787/1062/126731/26271/387103/6732/10426/55835/9133/991/8881/11044/10919/7329/91272/49856/29893/220134/83990/55055/26255/91687/3832/10783/9918/605/57520/23636/4288/7283/56992/4361/8193/6602/11130/3619/203068/157313/151246/6603/3192/9391/116028/6597/57082/51433/8086/10609/79682/7517/54069/11339/338657/9639/64210/64793/80152/7756/64682/55706/2068/10403/81610/256126/92421/3834/9031/152185/64105/29901/150465/285643/3837/10592/10464/6188/84057/27229/56647"
"GO:0006364","GO:0006364","rRNA processing",218,0.709074693148244,2.19221093113009,3.49316080946066e-15,3.63172285490259e-12,2.7019905278793e-12,4344,"tags=55%, list=16%, signal=46%","1736/23560/705/23160/10171/23404/84916/54606/55226/84128/28987/55759/10813/10528/55646/51602/8602/23246/9221/25879/9136/23212/54663/27042/51010/10799/65083/23016/1662/6218/1029/10885/55127/9188/5036/9875/8568/56915/11340/84881/55299/6839/285855/22984/81887/10360/55661/23076/114049/84154/55695/5591/57647/51096/79954/51154/57602/83732/54512/55636/2091/4839/317781/9277/55813/11137/51504/56342/23481/27340/27292/10969/84135/79050/55035/55003/55720/22894/113000/29081/10436/54433/6227/8886/10248/51106/51018/65095/55651/3692/9790/92856/6154/84549/81691/6209/6223/57109/22803/118460/9775/57418/54680/10557/79979/2068/10607/134430/79039/25926/6129/50628/5393/11056/387338/6130/84294/11224/51013/4809"
"GO:0006261","GO:0006261","DNA-templated DNA replication",156,0.753844296623806,2.24659362433973,7.84772940006701e-15,6.99344799965971e-12,5.20310359772864e-12,3468,"tags=51%, list=13%, signal=45%","23594/56652/345643/5983/1017/146956/55388/55159/144455/9156/675/8318/90381/9837/5984/990/898/8882/4172/80174/10293/29980/5425/4176/4173/672/1763/8914/4175/64318/4796/1663/1602/10721/253714/81620/10926/3978/64785/6742/11232/4171/2237/5422/641/23649/51750/5111/5427/26271/5558/5423/5982/84515/5001/5557/79915/545/11169/4998/5985/3980/5424/11073/56897/197342/8317/84083/9093/4361/92667/54962/222229/4999/63901/23595/580/57418/7083/11284"
"GO:0006399","GO:0006399","tRNA metabolic process",199,0.710783386452119,2.1821686442391,9.92257939905959e-15,7.73713128641671e-12,5.75640165400707e-12,3693,"tags=41%, list=14%, signal=36%","54517/2617/146712/4234/23404/3376/55226/24140/10940/80324/10785/134637/55621/6894/51010/51654/10799/80745/23016/11340/84705/84881/7407/1615/8565/80746/348180/92675/11062/60487/16/79587/80755/124454/112858/55687/4141/54522/90353/79691/51504/25940/51067/283459/27304/51605/11128/8270/84186/54802/3735/79897/6741/54888/9330/56931/63892/57176/126789/55798/10056/80222/27037/10248/26024/283989/54938/92935/64118/2193/79731/116461/8518/131965/221078/79693/3028/115708/51520/10557/79979/9329"
"GO:0000075","GO:0000075","cell cycle checkpoint signaling",185,0.724016791585359,2.20975348574264,1.50922258085751e-14,1.04605893993213e-11,7.78264603391901e-12,3347,"tags=43%, list=13%, signal=38%","9319/221150/595/1017/146956/55159/1869/699/9675/675/8318/90381/83540/990/1111/891/25896/2177/80279/29980/51514/983/4085/55795/332/5347/672/54584/1763/8914/57405/701/1063/7272/9735/81620/83903/10459/54908/55143/11200/63967/147841/9184/5629/84126/5591/8451/9024/9212/641/991/220134/54888/545/83990/55055/4998/9894/3014/11073/79621/197342/8883/27339/4361/11130/3619/51360/54962/4436/5810/57082/8870/79035/7517/9656/8525/580/1263"
"GO:0000280","GO:0000280","nuclear division",436,0.603087657284975,1.95742917476106,1.90135663015317e-14,1.18219667777163e-11,8.79550657649231e-12,3233,"tags=33%, list=12%, signal=29%","9319/4488/225689/54443/994/221150/22974/11065/146909/4487/146956/25788/51434/54892/11004/6790/29128/113130/8438/699/2175/4605/27085/9493/2491/4751/27338/675/54820/24137/83540/25879/23397/23212/9088/9928/23310/4439/898/3976/29127/84722/1111/891/2177/5901/5902/81930/983/4085/55795/7153/332/2827/151648/5347/3481/995/655/1164/63979/3833/57405/57820/9232/701/64151/9055/1063/84930/7272/1104/9735/81620/83903/10459/54908/55143/90417/11200/147841/9700/9184/652/10615/2069/26993/259266/9212/440145/5892/9787/3552/1062/126731/26271/9133/991/8881/10635/79866/23141/8877/11044/10919/7329/91272/49856/29893/220134/7474/83990/55055/10361/26255/10419/3832/9918/197342/23636/4288/7283/56992/4361/11130/3619/11077/157313/3192/5810/57082/51433/8086/10609/9585/400629/7517/26013/9820/9633/9639/2253/64793/11022"
"GO:0051052","GO:0051052","regulation of DNA metabolic process",494,0.585978709236644,1.92510039149122,2.08466871681435e-14,1.18219667777163e-11,8.79550657649231e-12,3630,"tags=32%, list=14%, signal=28%","57332/79000/225689/1736/345643/55257/8607/23560/2648/5983/79075/6282/908/4609/1017/55226/144455/23450/7422/4751/8313/90381/5984/9767/26354/3838/2187/7203/51010/990/63922/4172/1111/80119/50507/80174/79913/10576/7349/4176/983/5347/306/27000/4173/672/63979/1763/8914/2305/4175/54552/10575/1663/54929/1602/6599/5582/10721/83933/993/81620/10459/10926/55010/7027/22948/10574/84126/23028/5591/65057/6742/11232/2069/3008/8451/6502/22976/890/4171/1677/86/9212/641/9025/51750/3009/5111/26271/3276/79596/5982/10635/3178/5001/79915/10919/10155/545/253980/2521/84787/7291/2264/10694/10361/56893/5985/3980/3014/50943/10856/6874/2956/83444/56897/605/8317/3060/84083/4361/4358/9643/1676/8193/6602/7335/54962/2138/55869/4436/6603/3192/149840/116028/6597/8870/79035/121260/115004/8091/84289/4862/23595/1660/1499/3184/580/118460/7515/400410/8464/3181/11284/6944/3297/8089/3320/2068"
"GO:0003012","GO:0003012","muscle system process",436,-0.548312119455081,-1.94140271806954,3.48056189299132e-14,1.80931209070665e-11,1.34612257773673e-11,3326,"tags=36%, list=13%, signal=32%","10316/775/390594/2308/5348/7074/4089/147/6769/29766/2982/8837/1829/783/3479/84193/10021/1837/6324/7140/5465/6869/4637/8013/6833/497189/5592/29767/59/150/30820/7373/80763/3270/10087/6329/805/1129/55800/9826/54795/4205/10052/1136/782/1143/10142/2660/5318/3736/3815/9759/6416/5608/2946/9682/4653/6547/5566/1134/1193/6442/23125/5144/1760/1910/143872/4092/3572/4842/322/2852/781/148/5294/4211/6328/624/51761/3363/7132/817/6546/1674/800/8912/8082/406937/490/5997/154/844/2668/845/1756/1907/3162/8470/1113/29119/22953/2316/6263/8654/1410/6548/92241/5025/5023/221476/9472/857/3778/6338/6330/9215/7111/6327/1908/1824/5350/6717/93649/6525/7871/6752/11280/114907/2934/9464/23327/6332/7169/6335/5028/818/6865/25802/5152/287/7168/1264/51676/3741/4629/493/32/23336/4660/477/2775/801/10398/4638/23171"
"GO:0001508","GO:0001508","action potential",168,-0.691445949878417,-2.22858087196205,9.96583191924687e-14,4.78206611632785e-11,3.55784234266878e-11,4259,"tags=46%, list=16%, signal=39%","2281/3762/10242/808/9312/10060/476/2898/3752/2257/2258/3776/3790/775/54532/3788/8506/1829/783/4882/10021/6324/9465/6869/6833/2890/170850/6329/3742/55800/54795/10052/1143/10142/5318/3736/1134/3738/54112/1269/4842/2852/781/6543/148/2629/6328/3777/1181/817/6546/948/1756/29119/2316/6548/5025/5023/9472/857/6330/1268/6327/1824/6717/7871/11280/23327/3745/6332/6335/287/3741/288/477/2767/801/23171"
"GO:0006936","GO:0006936","muscle contraction",345,-0.57143974188928,-1.99060572081078,4.89411621094321e-13,2.18067835170455e-10,1.6224179228608e-10,2844,"tags=34%, list=11%, signal=31%","1829/783/84193/10021/1837/6324/7140/6869/4637/497189/5592/29767/59/150/30820/80763/3270/10087/6329/805/1129/55800/9826/54795/10052/1136/782/1143/10142/5318/3736/3815/5608/2946/6547/5566/1134/1193/6442/5144/1760/1910/143872/4092/4842/322/2852/781/148/5294/6328/624/51761/3363/817/6546/1674/800/8912/8082/406937/490/5997/154/844/2668/845/1756/1907/1113/29119/22953/2316/6263/8654/1410/6548/92241/5025/5023/857/3778/6338/6330/9215/7111/6327/1908/1824/5350/6717/93649/6525/7871/6752/11280/2934/23327/6332/7169/6335/6865/25802/287/7168/1264/3741/4629/493/23336/4660/477/2775/801/10398/4638/23171"
"GO:0000819","GO:0000819","sister chromatid segregation",232,0.667006752410298,2.0653416243192,9.38510921940002e-13,3.90295408737449e-10,2.90378572269015e-10,2961,"tags=39%, list=11%, signal=35%","9319/225689/221150/22974/11065/146909/51434/54892/11004/29128/113130/699/4605/9493/2491/4751/24137/83540/23397/23212/9928/23310/990/29127/84722/891/5901/81930/983/4085/55795/7153/332/5347/3833/57405/701/64151/9055/6599/1063/7272/1104/9735/81620/83903/10459/54908/55143/90417/11200/147841/9700/9184/10615/26993/10460/86/9212/440145/9787/1062/126731/26271/991/8881/11044/91272/49856/220134/55055/3832/10783/9918/605/57520/23636/7283/56992/8193/6602/11130/3619/6603/3192/116028/6597/57082/51433/8086/7517"
"GO:0098813","GO:0098813","nuclear chromosome segregation",316,0.630130653820957,2.00611654072589,1.32026407425033e-12,5.14737955948346e-10,3.82963441011164e-10,4053,"tags=41%, list=15%, signal=35%","9319/225689/221150/22974/11065/146909/51434/54892/1894/11004/6790/29128/113130/699/4605/9493/2491/4751/24137/83540/25879/23397/23212/9928/23310/990/4439/898/29127/84722/79980/891/55920/2177/5901/81930/983/4085/55795/7153/332/151648/5347/3833/57405/57820/9232/701/64151/9055/6599/1063/7272/1104/9735/81620/83903/10459/54908/55143/90417/11200/147841/9700/9184/10615/26993/259266/10460/86/9212/440145/9787/1062/126731/26271/9133/991/8881/11044/10919/91272/49856/29893/220134/83990/55055/26255/3832/10783/9918/605/57520/23636/7283/56992/4361/8193/6602/11130/3619/6603/3192/116028/6597/57082/51433/8086/10609/7517/9639/7756/64682/55706/10403/81610/256126/92421/3834/9031/152185/64105/150465/285643/3837/10592/10464/84057/56647"
"GO:0016042","GO:0016042","lipid catabolic process",342,-0.559839282365814,-1.94606880751714,2.00992400169192e-12,7.37523877797305e-10,5.48715475136822e-10,3078,"tags=29%, list=12%, signal=26%","5919/55331/130367/11001/5140/51548/5106/5826/56603/345557/3990/55862/4668/5408/64174/5465/37/222236/66002/8399/55289/150/254013/2822/2108/56898/57704/81537/63924/338328/5168/1666/10455/30/5581/950/5580/225/129807/1576/55512/23111/5264/8630/2168/3033/5294/2629/200879/5337/5048/5467/549/374569/79153/5322/5105/51573/1962/57016/84830/57406/83667/5336/113026/54677/34/38/1268/51170/10449/54979/11343/5825/3248/6342/391013/1374/5051/1376/51099/84812/6609/32/35/57733/3030/8613/171586/3032/51/51196/133121/8647/5333/27163/8611/2517/9588/2110"
"GO:0042391","GO:0042391","regulation of membrane potential",445,-0.52679257011252,-1.86881123648073,2.25381248164315e-12,7.81071236693885e-10,5.811145749453e-10,3328,"tags=32%, list=13%, signal=29%","3790/775/80024/9948/5348/54532/3788/8506/3756/5728/8645/1829/783/4882/10021/10962/1738/6324/9465/22930/6869/2892/6833/9783/30820/578/2903/2890/170850/123041/3359/340273/23345/388135/6329/9177/3742/55800/6622/54795/5071/23530/10052/1136/140730/285242/1143/10142/5318/3736/84866/10550/11060/4653/6547/23316/1134/55022/3738/54112/54413/1269/56853/23111/1760/1634/4137/567/4092/4842/25/2852/596/781/6543/148/2629/5649/54831/6328/3777/57502/1181/817/6546/4208/8912/846/22871/152404/154/2893/948/483/845/116443/1756/8929/266743/4355/66000/79594/29119/22953/2316/2185/6548/5025/5023/9472/9378/857/3778/2901/6330/1268/5663/6327/1824/482/5350/6717/7871/1811/11280/23327/65018/3745/6332/11149/6335/1258/287/3741/288/477/2767/801/8671/2899/2273/23171/64091"
"GO:0006310","GO:0006310","DNA recombination",338,0.603153184821993,1.92553586690515,1.01275975949602e-11,3.32505019986115e-09,2.47382702471910e-09,2992,"tags=29%, list=11%, signal=26%","9319/79000/7516/55257/8607/146956/25788/9401/55159/29128/79728/8438/78995/9156/675/8318/3329/3838/4841/2187/51010/4439/4172/1111/80119/2177/79913/51176/4176/7153/5347/4173/672/63979/10213/8914/4175/57820/4796/84296/10721/83933/253714/10459/27434/55010/23028/5591/3008/6929/6502/22976/4171/2237/6421/86/5892/641/9025/51750/3009/3276/5423/51659/84515/10635/79915/29893/2521/55345/83990/84787/56893/3980/3014/11073/50943/10856/2956/83444/197342/8317/84083/4361/9643/1108/11077/3149/4436/7015/149840/116028/79035/400629/121260/115004/7517/7979"
"GO:0030258","GO:0030258","lipid modification",192,-0.641733234402151,-2.10992892982093,1.24063772019878e-11,3.8695490493e-09,2.87893247808233e-09,3140,"tags=34%, list=12%, signal=31%","22908/130367/1606/11001/5728/5826/55862/5465/23409/37/55289/254013/285440/51422/51763/66036/2108/56898/57704/81537/1666/8867/10455/30/128/225/1576/154141/5264/54893/10891/2168/8897/3033/2629/124872/2053/5467/549/8708/1962/83667/10162/54677/34/38/1268/10449/5825/6342/1374/1376/3632/2329/32/35/4534/3030/8613/3032/51/8647/5166/8611/2110/55198"
"GO:0033044","GO:0033044","regulation of chromosome organization",239,0.654208371299525,2.03921604582392,1.37536839538714e-11,3.90174910749171e-09,2.90288922139872e-09,3653,"tags=40%, list=14%, signal=35%","9319/225689/1736/221150/11065/8607/908/4609/1017/51434/54892/55226/699/4751/8313/26354/83540/23397/7203/23310/990/80119/891/79913/10576/983/4085/55795/332/5347/54552/57405/10575/701/1663/64151/6599/1063/8260/7272/9735/83903/10459/54908/55143/147841/9700/9184/22948/10574/65057/2237/10460/86/9212/9787/51750/1062/26271/991/8881/3178/220134/545/9555/55055/10694/10856/83444/10783/9918/605/57520/4361/8193/6602/11130/3619/55869/6603/3192/116028/6597/57082/51433/79035/7517/1499/3184/7515/3181/11284/7756/3320/64682/10403"
"GO:0048285","GO:0048285","organelle fission",484,0.561223371358149,1.84073515092921,1.37605771665306e-11,3.90174910749171e-09,2.90288922139872e-09,3233,"tags=31%, list=12%, signal=27%","9319/4488/225689/54443/994/221150/22974/11065/146909/4487/146956/25788/51434/54892/11004/6790/29128/113130/8438/699/2175/4605/27085/9493/2491/4751/27338/675/54820/24137/83540/25879/23397/23212/9088/9928/23310/4439/898/3976/29127/113115/84722/1111/891/2177/5901/5902/81930/983/4085/55795/7153/332/2827/151648/5347/3481/995/655/1164/63979/3833/57405/57820/9232/701/64151/9055/1063/84930/7272/1104/9735/81620/83903/10459/54908/55143/192111/90417/11200/147841/9700/9184/652/10615/2069/26993/259266/9212/440145/5892/9787/3552/1062/126731/26271/9133/991/8881/10635/79866/23141/8877/11044/10919/7329/91272/49856/29893/220134/7474/83990/55055/10361/26255/10419/3832/9918/197342/23636/4288/7283/56992/4361/11130/3619/11077/80179/157313/3192/9650/5810/57082/51433/8086/10609/9585/400629/7517/26013/9820/9633/9639/2253/64793/11022"
"GO:0051983","GO:0051983","regulation of chromosome segregation",134,0.737097585497421,2.14617294461198,1.50000432310903e-11,3.95732532510199e-09,2.94423775474168e-09,2961,"tags=46%, list=11%, signal=41%","9319/225689/221150/11065/51434/54892/11004/699/83540/23397/23310/990/891/55920/56852/983/4085/55795/332/5347/57405/701/1459/64151/6599/1063/7272/9735/83903/10459/54908/55143/147841/9700/9184/10460/86/9212/9787/1062/26271/991/8881/220134/55055/10783/9918/605/57520/4288/8193/6602/11130/3619/157313/6603/3192/116028/6597/57082/51433/7517"
"GO:0140014","GO:0140014","mitotic nuclear division",279,0.627773691292754,1.9810383315802,1.58597520242946e-11,3.95732532510199e-09,2.94423775474168e-09,3980,"tags=42%, list=15%, signal=36%","9319/54443/221150/22974/11065/146909/51434/54892/11004/6790/29128/113130/699/4605/27085/9493/2491/4751/27338/54820/24137/83540/23397/23212/9088/9928/23310/29127/84722/1111/891/5901/5902/81930/983/4085/55795/332/5347/3481/995/655/3833/57405/701/64151/9055/1063/7272/1104/9735/81620/83903/10459/54908/55143/90417/11200/147841/9700/9184/652/10615/2069/26993/9212/440145/9787/3552/1062/126731/26271/991/8881/79866/23141/8877/11044/7329/91272/49856/220134/55055/10361/10419/3832/9918/23636/4288/7283/56992/11130/3619/157313/3192/57082/51433/8086/9585/7517/26013/9820/9639/2253/64793/7756/10403/255324/92421/3834/9031/152185/64105/285643/3837/10592/1761/10464"
"GO:0043269","GO:0043269","regulation of monoatomic ion transport",445,-0.514552041647135,-1.82538762264409,1.5428556418726e-11,3.95732532510199e-09,2.94423775474168e-09,3041,"tags=29%, list=11%, signal=26%","6352/6769/920/7009/57338/7220/51669/54899/783/2641/815/6324/9465/6833/150/30820/578/2903/2890/170850/7225/5243/3270/7881/115352/286183/51763/805/55800/6622/3208/5621/9495/931/3690/782/10142/2040/5318/1272/30818/5581/9368/2946/11060/5566/130497/219527/1193/930/5144/5532/6536/1760/567/623/4842/4129/25/2852/729230/596/781/5294/10939/817/6546/5174/3958/846/490/154/844/483/3603/5187/845/53826/1756/64805/79026/6844/22953/2316/1520/84502/2185/80333/8737/6548/5025/5023/9472/857/6330/1268/6327/1908/117/57158/162514/482/5350/6717/7871/23327/3779/5028/818/6865/287/3741/493/6387/288/477/51719/801/5205/6786/8787/201140/5354/11261/1804/4638/2273/23171/760/766/5593"
"GO:0008544","GO:0008544","epidermis development",363,0.589555434269659,1.89542151599672,1.9212103104433e-11,4.60942689097896e-09,3.42939929503826e-09,2562,"tags=20%, list=10%, signal=18%","1001/144501/2118/94234/9076/3624/4488/5650/57822/6662/4233/27121/3854/3872/1294/6820/1594/2146/5317/9119/29841/64434/4831/6469/375791/3853/79955/3868/3714/8549/6615/147409/1775/3855/6703/2125/2709/5068/26281/10913/6699/55612/8985/6698/6424/7027/652/2069/3066/3552/3866/50814/147495/2071/26154/3889/222662/59344/54888/7474/9555/4613/1474/79755/79977/6707/286887/10626/84283/1747/7976/22943/3881"
"GO:0060047","GO:0060047","heart contraction",242,-0.591676180379973,-1.98355327292554,6.74413425612244e-11,1.55814479591451e-08,1.15925489026292e-08,2847,"tags=33%, list=11%, signal=30%","1573/1829/783/10021/6324/491/57413/30820/80763/3270/6329/805/1129/55800/54795/4205/10052/10142/5318/998/5608/2946/6547/5566/1193/489/5144/1760/1910/27129/4092/4842/781/6543/148/5294/2131/6328/817/6546/1674/8912/6505/490/5997/845/1756/7068/1907/1113/29119/6445/2316/140/8654/6548/5025/2034/857/6330/6327/1908/1824/482/5350/6717/11280/2934/23327/6332/11149/6335/287/7168/3741/493/477/2775/801/23171/64091"
"GO:0051321","GO:0051321","meiotic cell cycle",280,0.619531033331094,1.95784338291155,7.94780413394309e-11,1.77065722098346e-08,1.31736347468252e-08,3720,"tags=32%, list=14%, signal=28%","9319/4488/225689/7516/994/221150/4487/1017/146956/25788/51434/6790/8438/2175/9156/4751/675/83540/25879/23397/9088/23310/4439/898/3976/2177/9271/81930/7153/2827/151648/5347/995/1164/63979/284338/57820/9232/84930/7272/993/9700/9184/2069/259266/1909/5892/26271/10426/9133/991/8881/10635/56339/10919/29893/220134/54888/7474/83990/10361/26255/3014/2956/9918/149986/197342/7283/4361/11130/3619/11077/201164/151246/5810/57082/51433/10609/400629/9633/11022/3955/388553/146212/64682/55706/157777/10403/256126"
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling",136,0.720632858330094,2.10534353500741,9.51106347225609e-11,2.02303109510733e-08,1.50512885343282e-08,3347,"tags=45%, list=13%, signal=39%","9319/221150/595/1017/146956/55159/699/90381/83540/990/1111/891/2177/80279/29980/51514/983/4085/55795/332/5347/672/57405/701/1063/7272/9735/83903/10459/54908/55143/11200/63967/147841/9184/5591/9024/9212/641/991/220134/545/55055/4998/11073/197342/8883/4361/11130/3619/51360/54962/4436/57082/8870/79035/7517/9656/8525/580/1263"
"GO:0000070","GO:0000070","mitotic sister chromatid segregation",192,0.672359676589909,2.05137481185402,9.72922937691887e-11,2.02303109510733e-08,1.50512885343282e-08,4623,"tags=52%, list=17%, signal=43%","9319/221150/22974/11065/146909/51434/54892/11004/29128/113130/699/4605/9493/2491/4751/24137/83540/23397/23212/9928/23310/29127/84722/891/5901/81930/983/4085/55795/332/5347/3833/57405/701/64151/9055/1063/7272/1104/9735/81620/83903/10459/54908/55143/90417/11200/147841/9700/9184/10615/26993/9212/440145/9787/1062/126731/26271/991/8881/11044/91272/49856/220134/55055/3832/9918/23636/7283/56992/11130/3619/3192/57082/51433/8086/7517/9639/7756/10403/92421/3834/9031/152185/64105/285643/3837/10592/10464/56647/9183/10300/54984/51529/10051/29098/129563/81929/10726"
"GO:0043588","GO:0043588","skin development",295,0.612489694539076,1.93722388577777,1.33953008116181e-10,2.66636707553557e-08,1.98376882537188e-08,2547,"tags=21%, list=10%, signal=20%","1001/144501/2118/94234/9076/3624/4488/57822/1311/6662/4233/27121/3854/3872/1594/2146/5317/9119/29841/64434/4831/6469/10058/375791/3853/3868/8549/6615/1277/147409/1775/9509/3855/6703/2125/5068/10913/6699/55612/6698/3673/2069/3066/3552/50814/147495/26154/3889/1290/59344/54888/7474/9555/79755/1289/79977/6707/286887/10626/84283/1747/7976/22943"
"GO:0010959","GO:0010959","regulation of metal ion transport",376,-0.524897308855815,-1.83764353005552,1.36780613044466e-10,2.66636707553557e-08,1.98376882537188e-08,3344,"tags=32%, list=13%, signal=28%","23479/3790/775/80024/7779/5348/3788/6352/6769/920/7009/57338/7220/51669/783/2641/815/6324/9465/6833/150/30820/578/170850/7225/3270/7881/115352/286183/51763/805/55800/6622/3208/5621/9495/931/3690/782/10142/5318/1272/30818/5581/9368/2946/11060/5566/130497/219527/1193/930/5144/5532/1760/567/623/4842/25/2852/596/781/5294/10939/817/6546/3958/846/490/154/844/483/3603/5187/845/53826/1756/79026/6844/22953/2316/84502/2185/80333/6548/5025/5023/9472/857/6330/6327/1908/117/57158/162514/482/5350/6717/7871/23327/3779/818/287/3741/493/6387/288/477/51719/801/6786/8787/201140/5354/11261/1804/4638/2273/23171"
