"","ID","Pathway_Size","CoExp_Pairs","pvalue","padj","TERM","Description"
"1124","GO:0010803",14,11,1.96827227263257e-05,0.000111209854289665,"regulation of tumor necrosis factor-mediated signaling pathway","regulation of tumor necrosis factor-mediated signaling pathway"
"1125","GO:0050868",14,11,1.96827227263257e-05,0.000111209854289665,"negative regulation of T cell activation","negative regulation of T cell activation"
"1126","GO:0000307",41,42,1.97054218722497e-05,0.000111209854289665,"cyclin-dependent protein kinase holoenzyme complex","cyclin-dependent protein kinase holoenzyme complex"
"1127","GO:0000792",41,42,1.97054218722497e-05,0.000111209854289665,"heterochromatin","heterochromatin"
"1128","GO:0034198",41,42,1.97054218722497e-05,0.000111209854289665,"cellular response to amino acid starvation","cellular response to amino acid starvation"
"1129","GO:0008237",39,39,2.10542481442351e-05,0.000118716867746856,"metallopeptidase activity","metallopeptidase activity"
"1130","GO:0005777",92,150,2.29267205213103e-05,0.000129160621981116,"peroxisome","peroxisome"
"1131","GO:0006605",30,27,2.3877621268637e-05,0.000134398706451055,"protein targeting","protein targeting"
"1132","GO:0032968",34,32,2.4152125440939e-05,0.000135823701905493,"positive regulation of transcription elongation by RNA polymerase II","positive regulation of transcription elongation by RNA polymerase II"
"1133","GO:0001837",37,36,2.45739838795298e-05,0.000138074123015963,"epithelial to mesenchymal transition","epithelial to mesenchymal transition"
"1134","GO:0048018",79,116,2.49085924653356e-05,0.000139423593292053,"receptor ligand activity","receptor ligand activity"
"1135","GO:0003357",6,5,2.49893685118178e-05,0.000139423593292053,"noradrenergic neuron differentiation","noradrenergic neuron differentiation"
"1136","GO:0035520",6,5,2.49893685118178e-05,0.000139423593292053,"monoubiquitinated protein deubiquitination","monoubiquitinated protein deubiquitination"
"1137","GO:0050849",6,5,2.49893685118178e-05,0.000139423593292053,"negative regulation of calcium-mediated signaling","negative regulation of calcium-mediated signaling"
"1138","GO:0070106",6,5,2.49893685118178e-05,0.000139423593292053,"interleukin-27-mediated signaling pathway","interleukin-27-mediated signaling pathway"
"1139","GO:0090435",6,5,2.49893685118178e-05,0.000139423593292053,"protein localization to nuclear envelope","protein localization to nuclear envelope"
"1140","GO:1902564",6,5,2.49893685118178e-05,0.000139423593292053,"negative regulation of neutrophil activation","negative regulation of neutrophil activation"
"1141","GO:1902857",6,5,2.49893685118178e-05,0.000139423593292053,"positive regulation of non-motile cilium assembly","positive regulation of non-motile cilium assembly"
"1142","GO:0003690",74,104,2.65913265073724e-05,0.000148231510110274,"double-stranded DNA binding","double-stranded DNA binding"
"1143","GO:0031435",13,10,2.77488883912431e-05,0.000154278972487907,"mitogen-activated protein kinase kinase kinase binding","mitogen-activated protein kinase kinase kinase binding"
"1144","GO:0035615",13,10,2.77488883912431e-05,0.000154278972487907,"clathrin adaptor activity","clathrin adaptor activity"
"1145","GO:0051457",13,10,2.77488883912431e-05,0.000154278972487907,"maintenance of protein location in nucleus","maintenance of protein location in nucleus"
"1146","GO:0007519",42,43,2.85042648014769e-05,0.000158340444787261,"skeletal muscle tissue development","skeletal muscle tissue development"
"1147","GO:0001768",9,7,2.87612481683122e-05,0.00015921226594737,"establishment of T cell polarity","establishment of T cell polarity"
"1148","GO:0006782",9,7,2.87612481683122e-05,0.00015921226594737,"protoporphyrinogen IX biosynthetic process","protoporphyrinogen IX biosynthetic process"
"1149","GO:0031256",9,7,2.87612481683122e-05,0.00015921226594737,"leading edge membrane","leading edge membrane"
"1150","GO:0045579",9,7,2.87612481683122e-05,0.00015921226594737,"positive regulation of B cell differentiation","positive regulation of B cell differentiation"
"1151","GO:0016055",123,247,2.91727706488719e-05,0.000161350006907661,"Wnt signaling pathway","Wnt signaling pathway"
"1152","GO:0044295",22,18,2.92733883986998e-05,0.000161485607059032,"axonal growth cone","axonal growth cone"
"1153","GO:0050772",22,18,2.92733883986998e-05,0.000161485607059032,"positive regulation of axonogenesis","positive regulation of axonogenesis"
"1154","GO:0071345",22,18,2.92733883986998e-05,0.000161485607059032,"cellular response to cytokine stimulus","cellular response to cytokine stimulus"
"1155","GO:0004519",23,19,2.97118518757562e-05,0.000163388746644778,"endonuclease activity","endonuclease activity"
"1156","GO:1902042",23,19,2.97118518757562e-05,0.000163388746644778,"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors"
"1157","GO:0000380",21,17,2.97210443943846e-05,0.000163388746644778,"alternative mRNA splicing, via spliceosome","alternative mRNA splicing, via spliceosome"
"1158","GO:0035371",21,17,2.97210443943846e-05,0.000163388746644778,"microtubule plus-end","microtubule plus-end"
"1159","GO:0045171",65,84,3.03923950823437e-05,0.000166935277906989,"intercellular bridge","intercellular bridge"
"1160","GO:0006284",24,20,3.09893585031556e-05,0.00017006746226818,"base-excision repair","base-excision repair"
"1161","GO:0046856",20,16,3.11931703150369e-05,0.000170891327216459,"phosphatidylinositol dephosphorylation","phosphatidylinositol dephosphorylation"
"1162","GO:2000042",20,16,3.11931703150369e-05,0.000170891327216459,"negative regulation of double-strand break repair via homologous recombination","negative regulation of double-strand break repair via homologous recombination"
"1163","GO:0051321",46,49,3.25893900884558e-05,0.000178386979624342,"meiotic cell cycle","meiotic cell cycle"
"1164","GO:0006506",25,21,3.31296057348922e-05,0.000180877418617773,"GPI anchor biosynthetic process","GPI anchor biosynthetic process"
"1165","GO:0010971",25,21,3.31296057348922e-05,0.000180877418617773,"positive regulation of G2/M transition of mitotic cell cycle","positive regulation of G2/M transition of mitotic cell cycle"
"1166","GO:0048568",25,21,3.31296057348922e-05,0.000180877418617773,"embryonic organ development","embryonic organ development"
"1167","GO:0005540",19,15,3.3960451884043e-05,0.000185096093059776,"hyaluronic acid binding","hyaluronic acid binding"
"1168","GO:0045334",19,15,3.3960451884043e-05,0.000185096093059776,"clathrin-coated endocytic vesicle","clathrin-coated endocytic vesicle"
"1169","GO:0019905",32,29,3.63390234086474e-05,0.000197552709666481,"syntaxin binding","syntaxin binding"
"1170","GO:0050918",32,29,3.63390234086474e-05,0.000197552709666481,"positive chemotaxis","positive chemotaxis"
"1171","GO:0071479",32,29,3.63390234086474e-05,0.000197552709666481,"cellular response to ionizing radiation","cellular response to ionizing radiation"
"1172","GO:0000979",18,14,3.85039495333459e-05,0.000208787174386099,"RNA polymerase II core promoter sequence-specific DNA binding","RNA polymerase II core promoter sequence-specific DNA binding"
"1173","GO:0007035",18,14,3.85039495333459e-05,0.000208787174386099,"vacuolar acidification","vacuolar acidification"
"1174","GO:0016239",18,14,3.85039495333459e-05,0.000208787174386099,"positive regulation of macroautophagy","positive regulation of macroautophagy"
"1175","GO:0016241",41,41,4.1844366527937e-05,0.000226707436014338,"regulation of macroautophagy","regulation of macroautophagy"
"1176","GO:0002456",12,9,4.2199225431874e-05,0.000227276031386895,"T cell mediated immunity","T cell mediated immunity"
"1177","GO:0008023",12,9,4.2199225431874e-05,0.000227276031386895,"transcription elongation factor complex","transcription elongation factor complex"
"1178","GO:0008179",12,9,4.2199225431874e-05,0.000227276031386895,"adenylate cyclase binding","adenylate cyclase binding"
"1179","GO:0017070",12,9,4.2199225431874e-05,0.000227276031386895,"U6 snRNA binding","U6 snRNA binding"
"1180","GO:0030532",12,9,4.2199225431874e-05,0.000227276031386895,"small nuclear ribonucleoprotein complex","small nuclear ribonucleoprotein complex"
"1181","GO:0042288",12,9,4.2199225431874e-05,0.000227276031386895,"MHC class I protein binding","MHC class I protein binding"
"1182","GO:0048011",12,9,4.2199225431874e-05,0.000227276031386895,"neurotrophin TRK receptor signaling pathway","neurotrophin TRK receptor signaling pathway"
"1183","GO:0008013",82,122,4.46331965593912e-05,0.000240181681569809,"beta-catenin binding","beta-catenin binding"
"1184","GO:0030010",33,30,4.55195149066465e-05,0.0002445377484352,"establishment of cell polarity","establishment of cell polarity"
"1185","GO:2000134",33,30,4.55195149066465e-05,0.0002445377484352,"negative regulation of G1/S transition of mitotic cell cycle","negative regulation of G1/S transition of mitotic cell cycle"
"1186","GO:0006898",54,62,4.5632177404543e-05,0.000244694440417065,"receptor-mediated endocytosis","receptor-mediated endocytosis"
"1187","GO:0048844",17,13,4.56639954783966e-05,0.000244694440417065,"artery morphogenesis","artery morphogenesis"
"1188","GO:0050321",17,13,4.56639954783966e-05,0.000244694440417065,"tau-protein kinase activity","tau-protein kinase activity"
"1189","GO:0002376",28,24,4.59132687299015e-05,0.000245410469130607,"immune system process","immune system process"
"1190","GO:0006096",28,24,4.59132687299015e-05,0.000245410469130607,"glycolytic process","glycolytic process"
"1191","GO:0030658",28,24,4.59132687299015e-05,0.000245410469130607,"transport vesicle membrane","transport vesicle membrane"
"1192","GO:0002062",39,38,4.60219586051346e-05,0.000245579034769729,"chondrocyte differentiation","chondrocyte differentiation"
"1193","GO:0014823",39,38,4.60219586051346e-05,0.000245579034769729,"response to activity","response to activity"
"1194","GO:0015631",50,55,4.70669703159011e-05,0.000250945002538548,"tubulin binding","tubulin binding"
"1195","GO:1904115",47,50,4.87669812508001e-05,0.000259791299282505,"axon cytoplasm","axon cytoplasm"
"1196","GO:0003007",29,25,5.3040822941522e-05,0.000282086782661428,"heart morphogenesis","heart morphogenesis"
"1197","GO:0007249",29,25,5.3040822941522e-05,0.000282086782661428,"canonical NF-kappaB signal transduction","canonical NF-kappaB signal transduction"
"1198","GO:0030282",37,35,5.52728482771805e-05,0.000293711980077238,"bone mineralization","bone mineralization"
"1199","GO:0000400",16,12,5.69325421824666e-05,0.000302279035474214,"four-way junction DNA binding","four-way junction DNA binding"
"1200","GO:0022617",34,31,5.75122341078505e-05,0.00030484836164078,"extracellular matrix disassembly","extracellular matrix disassembly"
"1201","GO:0090734",34,31,5.75122341078505e-05,0.00030484836164078,"site of DNA damage","site of DNA damage"
"1202","GO:0048167",44,45,5.9311100837029e-05,0.000314121853517909,"regulation of synaptic plasticity","regulation of synaptic plasticity"
"1203","GO:0003158",8,6,6.06380998844773e-05,0.000318237546467092,"endothelium development","endothelium development"
"1204","GO:0006999",8,6,6.06380998844773e-05,0.000318237546467092,"nuclear pore organization","nuclear pore organization"
"1205","GO:0010469",8,6,6.06380998844773e-05,0.000318237546467092,"regulation of signaling receptor activity","regulation of signaling receptor activity"
"1206","GO:0031390",8,6,6.06380998844773e-05,0.000318237546467092,"Ctf18 RFC-like complex","Ctf18 RFC-like complex"
"1207","GO:0032688",8,6,6.06380998844773e-05,0.000318237546467092,"negative regulation of interferon-beta production","negative regulation of interferon-beta production"
"1208","GO:0035694",8,6,6.06380998844773e-05,0.000318237546467092,"mitochondrial protein catabolic process","mitochondrial protein catabolic process"
"1209","GO:0035973",8,6,6.06380998844773e-05,0.000318237546467092,"aggrephagy","aggrephagy"
"1210","GO:0043139",8,6,6.06380998844773e-05,0.000318237546467092,"5'-3' DNA helicase activity","5'-3' DNA helicase activity"
"1211","GO:0051983",8,6,6.06380998844773e-05,0.000318237546467092,"regulation of chromosome segregation","regulation of chromosome segregation"
"1212","GO:0070383",8,6,6.06380998844773e-05,0.000318237546467092,"DNA cytosine deamination","DNA cytosine deamination"
"1213","GO:0140507",8,6,6.06380998844773e-05,0.000318237546467092,"granzyme-mediated programmed cell death signaling pathway","granzyme-mediated programmed cell death signaling pathway"
"1214","GO:0030295",30,26,6.21960143454638e-05,0.00032560841062765,"protein kinase activator activity","protein kinase activator activity"
"1215","GO:0031492",30,26,6.21960143454638e-05,0.00032560841062765,"nucleosomal DNA binding","nucleosomal DNA binding"
"1216","GO:0043536",30,26,6.21960143454638e-05,0.00032560841062765,"positive regulation of blood vessel endothelial cell migration","positive regulation of blood vessel endothelial cell migration"
"1217","GO:0007010",99,167,6.38862145568074e-05,0.000334182121502577,"cytoskeleton organization","cytoskeleton organization"
"1218","GO:0010763",11,8,6.99738444315222e-05,0.000364528227210369,"positive regulation of fibroblast migration","positive regulation of fibroblast migration"
"1219","GO:0016407",11,8,6.99738444315222e-05,0.000364528227210369,"acetyltransferase activity","acetyltransferase activity"
"1220","GO:0034450",11,8,6.99738444315222e-05,0.000364528227210369,"ubiquitin-ubiquitin ligase activity","ubiquitin-ubiquitin ligase activity"
"1221","GO:0090267",11,8,6.99738444315222e-05,0.000364528227210369,"positive regulation of mitotic cell cycle spindle assembly checkpoint","positive regulation of mitotic cell cycle spindle assembly checkpoint"
"1222","GO:1901731",11,8,6.99738444315222e-05,0.000364528227210369,"positive regulation of platelet aggregation","positive regulation of platelet aggregation"
"1223","GO:0045880",31,27,7.39160436992191e-05,0.000384750232370588,"positive regulation of smoothened signaling pathway","positive regulation of smoothened signaling pathway"
"1224","GO:0006892",15,11,7.50520399527549e-05,0.000390344188185652,"post-Golgi vesicle-mediated transport","post-Golgi vesicle-mediated transport"
"1225","GO:0006335",5,4,7.56846098864503e-05,0.000391078105955473,"DNA replication-dependent chromatin assembly","DNA replication-dependent chromatin assembly"
"1226","GO:0046934",5,4,7.56846098864503e-05,0.000391078105955473,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity","1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
"1227","GO:0060414",5,4,7.56846098864503e-05,0.000391078105955473,"aorta smooth muscle tissue morphogenesis","aorta smooth muscle tissue morphogenesis"
"1228","GO:0061737",5,4,7.56846098864503e-05,0.000391078105955473,"leukotriene signaling pathway","leukotriene signaling pathway"
